OBJECTID,BSM,YSDM,DLBM,DLMC,XZDWYBH,XZDWBH,CD,KD,XZDWMJ,XZDWMC,QSDWDM1,QSDWMC1,QSDWDM2,QSDWMC2,KCTBBH1,KCTBDWDM1,KCTBBH2,KCTBDWDM2,QSXZ,KCBL,BGJLH,BGRQ,SHAPE_Leng,DLBZ
456,10860,2001020100,117,沟渠,1,2,514.2,2.7,1388.34,沟渠,530702203203,白水村民委员会,530702203203,白水村民委员会,1,530702203203,2,530702203203,30,0.5,,,514.2339668, 
1375,14869,2001020100,104,农村道路,4110,1,117.1,4.2,491.82,农村道路,530702203204,大东乡国有林,530702203201,大东村民委员会,1,530702203204,1567,530702203201,30,0.5,,,117.0956217, 
2385,14833,2001020100,104,农村道路,4265,2,118.9,4,475.6,农村道路,530702203204,大东乡国有林,530702203204,大东乡国有林,1,530702203204,2,530702203204,30,0.5,,,118.9428386, 
3092,14831,2001020100,104,农村道路,4263,3,10.5,4,42,农村道路,530702203204,大东乡国有林,530702203204,大东乡国有林,1,530702203204,2,530702203204,30,0.5,,,10.45669854, 
4900,28536,2001020100,104,农村道路,17690,1,62.3,4.7,292.81,农村道路,530702001201,北门办事处,530702001201,北门办事处,1,530702001201,2,530702001201,30,0.5,,,62.33993259, 
9557,45368,2001020100,104,农村道路,35335,1,12.6,2.7,34.02,农村道路,530702201205,增明村民委员会,530702201205,增明村民委员会,1,530702201205,5,530702201205,30,0.5,,,12.64871202, 
14022,58472,2001020100,104,农村道路,48322,5,280.3,2.1,588.63,农村道路,530702202207,龙潭村民委员会,530702202207,龙潭村民委员会,1,530702202207,5,530702202207,30,0.5,,,280.2916613, 
14093,62648,2001020100,111,河流水面,52884,3,523.3,4.5,2354.85,河流水面,530702202210,后山村民委员会,530702202210,后山村民委员会,1,530702202210,17,530702202210,20,0.5,,,523.3075618, 
14184,62883,2001020100,104,农村道路,53023,9,147.5,5.7,840.75,农村道路,530702202210,后山村民委员会,530702202210,后山村民委员会,1,530702202210,11,530702202210,30,0.5,,,147.5166054, 
15108,65142,2001020100,104,农村道路,54951,1,133.5,3.7,493.95,农村道路,530702205204,金江村民委员会,530702205204,金江村民委员会,1,530702205204,2,530702205204,30,0.5,,,133.4511604, 
21020,72610,2001020100,104,农村道路,,1,511.2,2.8,1431.36,,530702203203,白水村民委员会,,,1,530702203203,,,30,1,,,511.2297762, 
34077,43992,2001020100,117,沟渠,33503,1,80.4,1.5,120.6,沟渠,530702006201,开南街道办事处漾西社区居委会,530702005203,金山街道办事处东元社区居委会,1,530702006201,991,530702005203,30,0.5,,2015/2/7 0:00,,
34969,43832,2001020100,117,沟渠,33610,4,85,1.6,136,沟渠,530702006201,开南街道办事处漾西社区居委会,530702006201,开南街道办事处漾西社区居委会,1,530702006201,6,530702006201,30,0.5,,2015/2/7 0:00,,
37140,47075,2001020100,117,沟渠,37217,20,29.2,2.9,84.68,沟渠,530702006202,开南街道办事处贵峰社区居委会,530702006202,开南街道办事处贵峰社区居委会,1,530702006202,7,530702006202,30,0.5,,2015/2/7 0:00,,
37587,47262,2001020100,104,农村道路,37135,4,22.4,10.2,228.48,农村道路,530702006202,开南街道办事处贵峰社区居委会,530702006203,开南街道办事处良美社区居委会,1,530702006202,1285,530702006203,30,0.5,,2015/2/7 0:00,,
37588,47261,2001020100,104,农村道路,37134,3,10.8,10.2,110.16,农村道路,530702006202,开南街道办事处贵峰社区居委会,530702006203,开南街道办事处良美社区居委会,1,530702006202,1284,530702006203,30,0.5,,2015/2/7 0:00,,
37600,46583,2001020100,117,沟渠,37146,16,31.3,3.2,100.16,沟渠,530702006202,开南街道办事处贵峰社区居委会,530702006202,开南街道办事处贵峰社区居委会,1,530702006202,2,530702006202,30,0.5,,2015/2/7 0:00,,
52638,65023,2001020100,117,沟渠,55964,1,60,2,120,沟渠,530702202204,三义村民委员会,530702202203,七河村民委员会,1,530702202204,687,530702202203,30,0.5,,2018/2/26 0:00,,
54041,71642,2001020100,104,农村道路,61535,2,297.7,2.6,774.02,农村道路,530702205202,罗玄村民委员会,530702205202,罗玄村民委员会,1,530702205202,59,530702205202,30,0.5,,2018/2/26 0:00,,
56091,25449,2001020100,104,农村道路,14671,159,24.7,3.5,86.45,农村道路,530702001207,文智社区居委会,530702001207,文智社区居委会,1,530702001207,2271,530702001207,30,0.5,,2017/1/21 0:00,,
57895,22656,2001020100,111,河流水面,11653,2,1397.6,7.5,10482,河流水面,530702001207,文智社区居委会,530702001207,文智社区居委会,1,530702001207,548,530702005202,20,0.5,,2017/1/21 0:00,,
57896,22655,2001020100,104,农村道路,11652,1,638.6,4.2,2682.12,农村道路,530702001207,文智社区居委会,530702001209,大研国有林,1,530702001207,85,530702001209,30,0.5,,2017/1/21 0:00,,
57897,25052,2001020100,104,农村道路,14575,139,28.3,8,226.4,农村道路,530702001207,文智社区居委会,530702001207,文智社区居委会,1,530702001207,86,530702001207,30,0.5,,2017/1/21 0:00,,
57898,24748,2001020100,104,农村道路,14288,113,197.2,8,1577.6,农村道路,530702001207,文智社区居委会,,,1,530702001207,,,30,1,,2017/1/21 0:00,,
57899,25444,2001020100,104,农村道路,14620,148,8.4,8,67.2,农村道路,530702001207,文智社区居委会,,,1,530702001207,,,30,1,,2017/1/21 0:00,,
57900,24339,2001020100,104,农村道路,13654,4,5.3,6.3,33.39,农村道路,530702001207,文智社区居委会,530702001207,文智社区居委会,1,530702001207,5,530702001207,30,0.5,,2017/1/21 0:00,,
57901,17899,2001020100,102,公路用地,7035,2,408.2,8,3265.6,公路用地,530702007202,文化街道办事处岩乐社区居委会,530702007202,文化街道办事处岩乐社区居委会,1,530702007202,26,530702007202,20,0.5,,2017/1/21 0:00,,
57902,17881,2001020100,102,公路用地,7017,1,132.2,8,1057.6,公路用地,530702007202,文化街道办事处岩乐社区居委会,530702007202,文化街道办事处岩乐社区居委会,1,530702007202,12,530702007202,20,0.5,,2017/1/21 0:00,,
57903,37427,2001020100,117,沟渠,27340,5,70.4,1.5,105.6,沟渠,530702006203,开南街道办事处良美社区居委会,530702006203,开南街道办事处良美社区居委会,1,530702006203,5,530702006203,30,0.5,,2017/1/21 0:00,,
57904,37682,2001020100,117,沟渠,27294,2,33.5,1.5,50.25,沟渠,530702006203,开南街道办事处良美社区居委会,530702006203,开南街道办事处良美社区居委会,1,530702006203,33,530702006203,30,0.5,,2017/1/21 0:00,,
60213,37601,2001020100,117,沟渠,27175,2,18.7,2.5,46.75,沟渠,530702005203,金山街道办事处东元社区居委会,530702005203,金山街道办事处东元社区居委会,1,530702005203,1160,530702005203,30,0.5,,2017/1/21 0:00,,
60614,37500,2001020100,117,沟渠,27170,1,1.1,2,2.2,沟渠,530702005203,金山街道办事处东元社区居委会,530702005201,金山街道办事处金山社区居委会,1,530702005203,2101,530702005201,30,0.5,,2017/1/21 0:00,,
3918,22268,2001020100,111,河流水面,11494,1,81.3,8,650.4,河流水面,530702003206,清溪社区居委会,530702003206,清溪社区居委会,2,530702003206,7,530702003206,20,0.5,,,81.29911521, 
9556,45367,2001020100,104,农村道路,35334,2,102.2,2.9,296.38,农村道路,530702201205,增明村民委员会,530702201205,增明村民委员会,2,530702201205,5,530702201205,30,0.5,,,102.2146054, 
9607,46570,2001020100,111,河流水面,36341,2,42.1,2,84.2,河流水面,530702201207,光乐村民委员会,530702201201,龙山村民委员会,2,530702201207,1014,530702201201,20,0.5,,,42.10144981, 
9608,46571,2001020100,111,河流水面,36342,1,26.8,2,53.6,河流水面,530702201207,光乐村民委员会,530702201206,义新村民委员会,2,530702201207,82,530702201206,20,0.5,,,26.76469323, 
9609,46572,2001020100,111,河流水面,36343,3,58.9,2,117.8,河流水面,530702201207,光乐村民委员会,530702201206,义新村民委员会,2,530702201207,78,530702201206,20,0.5,,,58.87796195, 
9715,47191,2001020100,104,农村道路,37366,7,112.6,1.9,213.94,农村道路,530702201207,光乐村民委员会,530702201207,光乐村民委员会,2,530702201207,15,530702201207,30,0.5,,,112.5758041, 
10065,46241,2001020100,111,河流水面,36377,6,644,2,1288,河流水面,530702201207,光乐村民委员会,530702201206,义新村民委员会,2,530702201207,102,530702201206,20,0.5,,,643.9897395, 
10729,57714,2001020100,104,农村道路,47505,13,178.9,1.6,286.24,农村道路,530702202201,共和村民委员会,530702202201,共和村民委员会,2,530702202201,12,530702202201,30,0.5,,,178.9178459, 
10749,57091,2001020100,104,农村道路,46707,2,541.3,1.6,866.08,农村道路,530702202201,共和村民委员会,530702202201,共和村民委员会,2,530702202201,12,530702202201,30,0.5,,,541.3395629, 
12294,57419,2001020100,104,农村道路,48229,2,217.3,2.7,586.71,农村道路,530702202207,龙潭村民委员会,530702202207,龙潭村民委员会,2,530702202207,8,530702202207,30,0.5,,,217.3091427, 
12321,60250,2001020100,104,农村道路,52934,4,59.7,3.9,232.83,农村道路,530702202210,后山村民委员会,530702202210,后山村民委员会,2,530702202210,7,530702202210,30,0.5,,,59.66712355, 
17674,68992,2001020100,111,河流水面,59861,3,482.9,4.7,2269.63,河流水面,530702205201,产构村民委员会,530702205201,产构村民委员会,2,530702205201,17,530702205201,20,0.5,,,482.91737, 
19409,69041,2001020100,111,河流水面,59940,6,393.6,4.7,1849.92,河流水面,530702205201,产构村民委员会,530702205201,产构村民委员会,2,530702205201,17,530702205201,20,0.5,,,393.6221715, 
24852,32600,2001020100,117,沟渠,22383,12,87,1.7,147.9,沟渠,530702005201,金山街道办事处金山社区居委会,530702005201,金山街道办事处金山社区居委会,2,530702005201,3,530702005201,30,0.5,,2015/2/6 0:00,,
24869,33093,2001020100,117,沟渠,22667,27,11.3,1.5,16.95,沟渠,530702005201,金山街道办事处金山社区居委会,530702005201,金山街道办事处金山社区居委会,2,530702005201,3,530702005201,30,0.5,,2015/2/6 0:00,,
24987,32601,2001020100,117,沟渠,22384,9,73.2,4,292.8,沟渠,530702005201,金山街道办事处金山社区居委会,530702001207,文智社区居委会,2,530702005201,1506,530702001207,30,0.5,,2015/2/6 0:00,,
25271,33017,2001020100,104,农村道路,22499,25,142.4,2.5,356,农村道路,530702005201,金山街道办事处金山社区居委会,,,2,530702005201,,,30,1,,2015/2/6 0:00,,
25280,32166,2001020100,117,沟渠,22159,1,72,2.4,172.8,沟渠,530702005201,金山街道办事处金山社区居委会,530702001207,文智社区居委会,2,530702005201,1463,530702001207,30,0.5,,2015/2/6 0:00,,
25281,32165,2001020100,117,沟渠,22158,2,40.9,2.2,89.98,沟渠,530702005201,金山街道办事处金山社区居委会,530702001207,文智社区居委会,2,530702005201,1475,530702001207,30,0.5,,2015/2/6 0:00,,
25685,32908,2001020100,117,沟渠,22267,6,40.6,1.7,69.02,沟渠,530702005201,金山街道办事处金山社区居委会,530702001207,文智社区居委会,2,530702005201,1506,530702001207,30,0.5,,2015/2/6 0:00,,
25756,33298,2001020100,117,沟渠,22759,52,93.4,1.5,140.1,沟渠,530702005201,金山街道办事处金山社区居委会,530702005201,金山街道办事处金山社区居委会,2,530702005201,24,530702005201,30,0.5,,2015/2/6 0:00,,
25778,33261,2001020100,117,沟渠,22711,39,171.7,1.5,257.55,沟渠,530702005201,金山街道办事处金山社区居委会,530702005201,金山街道办事处金山社区居委会,2,530702005201,21,530702005201,30,0.5,,2015/2/6 0:00,,
25846,31726,2001020100,117,沟渠,22817,59,28.4,1.5,42.6,沟渠,530702005201,金山街道办事处金山社区居委会,530702005201,金山街道办事处金山社区居委会,2,530702005201,37,530702005201,30,0.5,,2015/2/6 0:00,,
34565,43793,2001020100,117,沟渠,33536,2,78.4,2.2,172.48,沟渠,530702006201,开南街道办事处漾西社区居委会,530702006201,开南街道办事处漾西社区居委会,2,530702006201,1,530702006201,30,0.5,,2015/2/7 0:00,,
34574,43093,2001020100,117,沟渠,33549,3,76,1.4,106.4,沟渠,530702006201,开南街道办事处漾西社区居委会,530702006201,开南街道办事处漾西社区居委会,2,530702006201,3,530702006201,30,0.5,,2015/2/7 0:00,,
34868,43053,2001020100,117,沟渠,33643,7,26.8,1.6,42.88,沟渠,530702006201,开南街道办事处漾西社区居委会,530702006201,开南街道办事处漾西社区居委会,2,530702006201,9,530702006201,30,0.5,,2015/2/7 0:00,,
36889,46984,2001020100,117,沟渠,37191,18,139.5,2.9,404.55,沟渠,530702006202,开南街道办事处贵峰社区居委会,530702006202,开南街道办事处贵峰社区居委会,2,530702006202,6,530702006202,30,0.5,,2015/2/7 0:00,,
37185,47237,2001020100,104,农村道路,37110,12,39.9,7.2,287.28,农村道路,530702006202,开南街道办事处贵峰社区居委会,,,2,530702006202,,,30,1,,2015/2/7 0:00,,
37394,46805,2001020100,104,农村道路,37139,6,23.3,10.2,237.66,农村道路,530702006202,开南街道办事处贵峰社区居委会,530702006203,开南街道办事处良美社区居委会,2,530702006202,1287,530702006203,30,0.5,,2015/2/7 0:00,,
37730,47248,2001020100,104,农村道路,37121,7,38.2,10.2,389.64,农村道路,530702006202,开南街道办事处贵峰社区居委会,530702006203,开南街道办事处良美社区居委会,2,530702006202,1278,530702006203,30,0.5,,2015/2/7 0:00,,
37839,47235,2001020100,104,农村道路,37108,1,34.1,10.2,347.82,农村道路,530702006202,开南街道办事处贵峰社区居委会,530702006203,开南街道办事处良美社区居委会,2,530702006202,1278,530702006203,30,0.5,,2015/2/7 0:00,,
38413,45704,2001020100,104,农村道路,37145,5,19.5,10.2,198.9,农村道路,530702006202,开南街道办事处贵峰社区居委会,530702006203,开南街道办事处良美社区居委会,2,530702006202,1286,530702006203,30,0.5,,2015/2/7 0:00,,
42411,15484,2001020100,104,农村道路,5101,1,85.5,1.2,102.6,农村道路,530702007201,文化街道办事处文化社区居委会,530702007201,文化街道办事处文化社区居委会,2,530702007201,1,530702007201,30,0.5,,2015/2/8 0:00,,
43400,38638,2001020100,117,沟渠,29078,12,34.2,3.5,119.7,沟渠,530702002205,玉龙县飞地,530702002205,玉龙县飞地,2,530702002205,10,530702002205,30,0.5,,2015/3/10 0:00,,
43401,39000,2001020100,117,沟渠,29132,19,22.2,3.5,77.7,沟渠,530702002205,玉龙县飞地,530702002205,玉龙县飞地,2,530702002205,15,530702002205,30,0.5,,2015/3/10 0:00,,
53889,26803,2001020100,104,农村道路,17304,1,327.8,2.4,786.72,农村道路,530702001206,义尚社区居委会,530702001206,义尚社区居委会,2,530702001206,3,530702001206,30,0.5,,2018/2/26 0:00,,
54038,71772,2001020100,104,农村道路,61574,4,39.5,2.6,102.7,农村道路,530702205202,罗玄村民委员会,530702205202,罗玄村民委员会,2,530702205202,59,530702205202,30,0.5,,2018/2/26 0:00,,
61102,16418,2001020100,102,公路用地,7062,3,30.1,8,240.8,公路用地,530702007202,文化街道办事处岩乐社区居委会,530702007202,文化街道办事处岩乐社区居委会,2,530702007202,6,530702007202,20,0.5,,2017/1/21 0:00,,
457,10861,2001020100,104,农村道路,2,4,13.9,2.7,37.53,农村道路,530702203203,白水村民委员会,530702203203,白水村民委员会,3,530702203203,1,530702203203,30,0.5,,,13.93587316, 
789,10863,2001020100,117,沟渠,4,5,1270.6,2.7,3430.62,沟渠,530702203203,白水村民委员会,530702203203,白水村民委员会,3,530702203203,327,530702203203,30,0.5,,,1270.617137, 
997,11720,2001020100,117,沟渠,1268,5,1412.1,1.9,2682.99,沟渠,530702203201,大东村民委员会,530702203201,大东村民委员会,3,530702203201,67,530702203201,30,0.5,,,1412.123778, 
1745,15515,2001020100,104,农村道路,4672,2,276.1,6.5,1794.65,农村道路,530702004204,开文社区居委会,530702004204,开文社区居委会,3,530702004204,2,530702004204,30,0.5,,,276.093918, 
1829,10619,2001020100,104,农村道路,1312,8,294.7,1.7,500.99,农村道路,530702203201,大东村民委员会,530702203201,大东村民委员会,3,530702203201,58,530702203201,30,0.5,,,294.7040517, 
2095,11999,2001020100,104,农村道路,1122,1,416.1,2.5,1040.25,农村道路,530702203201,大东村民委员会,530702203201,大东村民委员会,3,530702203201,4,530702203201,30,0.5,,,416.0838939, 
9399,44112,2001020100,117,沟渠,36491,5,815,2,1630,沟渠,530702201207,光乐村民委员会,530702201207,光乐村民委员会,3,530702201207,2,530702201207,30,0.5,,,814.9899809, 
9687,44681,2001020100,111,河流水面,36522,4,25.4,2.3,58.42,河流水面,530702201207,光乐村民委员会,530702201201,龙山村民委员会,3,530702201207,1015,530702201201,20,0.5,,,25.40231358, 
9826,48364,2001020100,104,农村道路,38797,19,82.1,7.3,599.33,农村道路,530702201207,光乐村民委员会,,,3,530702201207,,,30,1,,,82.08236305, 
10098,47966,2001020100,104,农村道路,37588,11,318.1,1.9,604.39,农村道路,530702201207,光乐村民委员会,530702201207,光乐村民委员会,3,530702201207,10,530702201207,30,0.5,,,318.119888, 
10133,49589,2001020100,104,农村道路,39764,49,30.8,6.9,212.52,农村道路,530702201207,光乐村民委员会,530702201207,光乐村民委员会,3,530702201207,30,530702201207,30,0.5,,,30.83527639, 
10437,46755,2001020100,104,农村道路,38548,21,368.1,1.9,699.39,农村道路,530702201207,光乐村民委员会,530702201207,光乐村民委员会,3,530702201207,10,530702201207,30,0.5,,,368.0795532, 
10487,50403,2001020100,104,农村道路,40201,69,112.5,6.9,776.25,农村道路,530702201207,光乐村民委员会,530702201207,光乐村民委员会,3,530702201207,37,530702201207,30,0.5,,,112.5464086, 
11134,56856,2001020100,104,农村道路,47093,4,66.6,5.5,366.3,农村道路,530702202201,共和村民委员会,530702202201,共和村民委员会,3,530702202201,2,530702202201,30,0.5,,,66.61989267, 
13512,61188,2001020100,104,农村道路,51690,4,92.2,3.7,341.14,农村道路,530702205205,普勤村民委员会,530702205205,普勤村民委员会,3,530702205205,4,530702205205,30,0.5,,,92.1734181, 
20354,69950,2001020100,104,农村道路,50228,3,1044.7,2.7,2820.69,农村道路,530702202202,新民村民委员会,530702202202,新民村民委员会,3,530702202202,7,530702202202,30,0.5,,,1044.740259, 
21021,72611,2001020100,104,农村道路,,3,1260.5,2.8,3529.4,,530702203203,白水村民委员会,,,3,530702203203,,,30,1,,,1260.513641, 
22209,19989,2001020100,117,沟渠,9012,17,3.5,2,7,沟渠,530702005202,金山街道办事处新团社区居委会,530702005202,金山街道办事处新团社区居委会,3,530702005202,2357,530702005202,30,0.5,,2015/2/7 0:00,,
22807,19806,2001020100,117,沟渠,8947,14,240.3,2,480.6,沟渠,530702005202,金山街道办事处新团社区居委会,530702005202,金山街道办事处新团社区居委会,3,530702005202,2383,530702005202,30,0.5,,2015/2/7 0:00,,
25779,33260,2001020100,117,沟渠,22710,40,63.9,1.5,95.85,沟渠,530702005201,金山街道办事处金山社区居委会,530702005201,金山街道办事处金山社区居委会,3,530702005201,25,530702005201,30,0.5,,2015/2/6 0:00,,
26060,32353,2001020100,117,沟渠,22370,7,22.3,4,89.2,沟渠,530702005201,金山街道办事处金山社区居委会,530702001207,文智社区居委会,3,530702005201,1506,530702001207,30,0.5,,2015/2/6 0:00,,
26089,31831,2001020100,117,沟渠,22331,8,36.7,4,146.8,沟渠,530702005201,金山街道办事处金山社区居委会,530702001207,文智社区居委会,3,530702005201,1499,530702001207,30,0.5,,2015/2/6 0:00,,
27734,36640,2001020100,117,沟渠,29027,5,15.6,3.7,57.72,沟渠,530702002205,玉龙县飞地,530702002201,祥云社区居委会,3,530702002205,649,530702002201,30,0.5,,2014/9/3 0:00,,
27737,36641,2001020100,117,沟渠,29028,4,22.3,3,66.9,沟渠,530702002205,玉龙县飞地,530702002201,祥云社区居委会,3,530702002205,647,530702002201,30,0.5,,2014/9/3 0:00,,
27862,38627,2001020100,117,沟渠,29067,9,31.1,3.7,115.07,沟渠,530702002205,玉龙县飞地,530702002201,祥云社区居委会,3,530702002205,64,530702002201,30,0.5,,2014/9/3 0:00,,
35032,43924,2001020100,117,沟渠,33654,9,47.1,1.6,75.36,沟渠,530702006201,开南街道办事处漾西社区居委会,530702006201,开南街道办事处漾西社区居委会,3,530702006201,9,530702006201,30,0.5,,2015/2/7 0:00,,
35271,42034,2001020100,117,沟渠,33701,16,34.5,1.6,55.2,沟渠,530702006201,开南街道办事处漾西社区居委会,530702006201,开南街道办事处漾西社区居委会,3,530702006201,16,530702006201,30,0.5,,2015/2/7 0:00,,
36803,46967,2001020100,117,沟渠,37174,13,17.2,3.2,55.04,沟渠,530702006202,开南街道办事处贵峰社区居委会,,,3,530702006202,,,30,1,,2015/2/7 0:00,,
41898,15495,2001020100,104,农村道路,5112,3,182.3,2,364.6,农村道路,530702007201,文化街道办事处文化社区居委会,530702007201,文化街道办事处文化社区居委会,3,530702007201,2,530702007201,30,0.5,,2015/2/8 0:00,,
41899,15493,2001020100,104,农村道路,5110,2,133.2,2,266.4,农村道路,530702007201,文化街道办事处文化社区居委会,530702007201,文化街道办事处文化社区居委会,3,530702007201,1,530702007201,30,0.5,,2015/2/8 0:00,,
42408,14462,2001020100,104,农村道路,5126,8,543,3.4,1846.2,农村道路,530702007201,文化街道办事处文化社区居委会,530702007201,文化街道办事处文化社区居委会,3,530702007201,6,530702007201,30,0.5,,2015/2/8 0:00,,
44982,23120,2001020100,104,农村道路,13670,6,65.1,6.3,410.13,农村道路,530702001207,文智社区居委会,530702001207,文智社区居委会,3,530702001207,5,530702001207,30,0.5,,2015/3/10 0:00,,
45848,35391,2001020100,111,河流水面,25282,2,37,4.5,166.5,河流水面,530702201204,三古村民委员会,530702201204,三古村民委员会,3,530702201204,416,530702201204,20,0.5,,2016/2/13 0:00,,
45964,55818,2001020100,104,农村道路,45445,2,244.5,2,489,农村道路,530702202208,羊见村民委员会,530702202208,羊见村民委员会,3,530702202208,851,530702202208,30,0.5,,2016/2/13 0:00,,
46478,38565,2001020100,104,农村道路,28990,5,65.2,14.1,919.32,农村道路,530702002204,顺和社区居委会,530702002204,祥云社区居委会,3,530702002204,892,530702002201,30,0.5,,2018/2/6 0:00,,
46499,38684,2001020100,104,农村道路,28676,3,53.1,9.7,515.07,农村道路,530702002204,顺和社区居委会,530702002204,祥云社区居委会,3,530702002204,892,530702002201,30,0.5,,2018/2/6 0:00,,
46500,38626,2001020100,104,农村道路,28560,2,41.5,9.7,402.55,农村道路,530702002204,顺和社区居委会,530702002204,祥云社区居委会,3,530702002204,892,530702002201,30,0.5,,2018/2/6 0:00,,
46501,38880,2001020100,104,农村道路,28440,1,40.8,9.7,395.76,农村道路,530702002204,顺和社区居委会,530702002204,祥云社区居委会,3,530702002204,892,530702002201,30,0.5,,2018/2/6 0:00,,
46502,38487,2001020100,104,农村道路,28812,4,26.7,9.7,258.99,农村道路,530702002204,顺和社区居委会,530702002204,祥云社区居委会,3,530702002204,892,530702002201,30,0.5,,2018/2/6 0:00,,
46673,910009124,2001020100,104,农村道路,29169,8,27,14.1,380.7,农村道路,530702002204,顺和社区居委会,530702002204,祥云社区居委会,3,530702002204,890,530702002201,30,0.5,,2018/2/6 0:00,,
47200,911100743,2001020100,104,农村道路,29169,10,1.9,14.1,26.79,农村道路,530702002204,顺和社区居委会,530702002204,祥云社区居委会,3,530702002204,892,530702002201,30,0.5,,2018/2/6 0:00,,
47201,911100742,2001020100,104,农村道路,29169,9,49.9,14.1,703.59,农村道路,530702002204,顺和社区居委会,530702002204,祥云社区居委会,3,530702002204,889,530702002201,30,0.5,,2018/2/6 0:00,,
48147,27729,2001020100,104,农村道路,17804,2,56.1,2.4,134.64,农村道路,530702001206,义尚社区居委会,530702001206,义尚社区居委会,3,530702001206,293,530702001206,30,0.5,,2018/2/6 0:00,,
61221,16056,2001020100,104,农村道路,6210,5,46,5.4,248.4,农村道路,530702007203,文化街道办事处东江社区居委会,530702007203,文化街道办事处东江社区居委会,3,530702007203,82,530702007203,30,0.5,,2017/1/21 0:00,,
767,11721,2001020100,117,沟渠,1269,9,1069.9,1.9,2032.81,沟渠,530702203201,大东村民委员会,530702203201,大东村民委员会,4,530702203201,67,530702203201,30,0.5,,,1069.911717, 
3257,21774,2001020100,104,农村道路,11451,3,852.7,2.5,2131.75,农村道路,530702201201,龙山村民委员会,530702201201,龙山村民委员会,4,530702201201,22,530702201201,30,0.5,,,852.7349373, 
4309,21773,2001020100,104,农村道路,11450,2,283.7,2.5,709.25,农村道路,530702201201,龙山村民委员会,530702201201,龙山村民委员会,4,530702201201,8,530702201201,30,0.5,,,283.7389217, 
4441,29149,2001020100,104,农村道路,18643,2,45.9,3.7,169.83,农村道路,530702001201,北门办事处,530702001201,北门办事处,4,530702001201,9,530702001201,30,0.5,,,45.92424131, 
4505,20717,2001020100,111,河流水面,10679,1,222,7.2,1598.4,河流水面,530702201201,龙山村民委员会,,,4,530702201201,,,20,1,,,221.9592974, 
8277,44749,2001020100,104,农村道路,35273,3,166,2.9,481.4,农村道路,530702201205,增明村民委员会,530702201205,增明村民委员会,4,530702201205,5,530702201205,30,0.5,,,165.9522956, 
9430,43858,2001020100,104,农村道路,33789,2,21.3,2,42.6,农村道路,530702201206,义新村民委员会,530702201206,义新村民委员会,4,530702201206,7,530702201206,30,0.5,,,21.25847848, 
9461,43510,2001020100,104,农村道路,33815,3,52,2,104,农村道路,530702201206,义新村民委员会,530702201206,义新村民委员会,4,530702201206,9,530702201206,30,0.5,,,52.02910577, 
9660,44281,2001020100,104,农村道路,33881,4,50.7,2,101.4,农村道路,530702201206,义新村民委员会,530702201206,义新村民委员会,4,530702201206,25,530702201206,30,0.5,,,50.73416935, 
11069,58295,2001020100,104,农村道路,49573,3,396.6,2.9,1150.14,农村道路,530702202206,忠义村民委员会,530702202206,忠义村民委员会,4,530702202206,3,530702202206,30,0.5,,,396.629122, 
12141,61861,2001020100,104,农村道路,52861,2,116.3,3.9,453.57,农村道路,530702202210,后山村民委员会,530702202210,后山村民委员会,4,530702202210,7,530702202210,30,0.5,,,116.3260615, 
14410,63403,2001020100,104,农村道路,53197,17,126.9,3.9,494.91,农村道路,530702202210,后山村民委员会,530702202210,后山村民委员会,4,530702202210,7,530702202210,30,0.5,,,126.8949792, 
15307,63295,2001020100,104,农村道路,52978,6,176.8,3.9,689.52,农村道路,530702202210,后山村民委员会,530702202210,后山村民委员会,4,530702202210,7,530702202210,30,0.5,,,176.7718865, 
15431,62621,2001020100,104,农村道路,53325,19,40.5,3.9,157.95,农村道路,530702202210,后山村民委员会,530702202210,后山村民委员会,4,530702202210,21,530702202210,30,0.5,,,40.52552996, 
16366,68208,2001020100,104,农村道路,58177,3,70.9,2.9,205.61,农村道路,530702202205,五峰村民委员会,530702202205,五峰村民委员会,4,530702202205,22,530702202205,30,0.5,,,70.94493393, 
17329,62459,2001020100,104,农村道路,52778,1,103.2,3.9,402.48,农村道路,530702202210,后山村民委员会,530702202210,后山村民委员会,4,530702202210,21,530702202210,30,0.5,,,103.1712269, 
17726,69123,2001020100,111,河流水面,59932,5,13.3,4.7,62.51,河流水面,530702205201,产构村民委员会,530702205201,产构村民委员会,4,530702205201,17,530702205201,20,0.5,,,13.28089314, 
19314,68027,2001020100,104,农村道路,57772,2,400.7,3.7,1482.59,农村道路,530702205206,金江乡国有林,530702205206,金江乡国有林,4,530702205206,9,530702205206,30,0.5,,,400.696392, 
20160,69926,2001020100,111,河流水面,59921,4,53.6,4.7,251.92,河流水面,530702205201,产构村民委员会,530702205201,产构村民委员会,4,530702205201,17,530702205201,20,0.5,,,53.64784985, 
25962,31268,2001020100,117,沟渠,22522,18,30.7,1.6,49.12,沟渠,530702005201,金山街道办事处金山社区居委会,530702005201,金山街道办事处金山社区居委会,4,530702005201,9,530702005201,30,0.5,,2015/2/6 0:00,,
27771,38965,2001020100,117,沟渠,29055,6,19.5,3,58.5,沟渠,530702002205,玉龙县飞地,530702002201,祥云社区居委会,4,530702002205,646,530702002201,30,0.5,,2014/9/3 0:00,,
27775,38636,2001020100,117,沟渠,29076,13,33.3,2.4,79.92,沟渠,530702002205,玉龙县飞地,530702002201,祥云社区居委会,4,530702002205,645,530702002201,30,0.5,,2014/9/3 0:00,,
